total_usd,avg_usd,tx_count,active_days,last_action_days_ago,deposit_count,borrow_count,repay_count,redeemunderlying_count,liquidationcall_count,repay_to_borrow_ratio,redeem_to_deposit_ratio,liquidation_rate,tx_per_day,predicted_score,userWallet
2.188441031,1.094220515,2,1,1454,2,0,0,0,0,0,0,0,2,0.913319307,0x0149e057c5cf8e330fa5df824ad3c086ffc1cca9
2.138775939,1.06938797,2,6,1460,2,0,0,0,0,0,0,0,0.333333333,-1.178434719,0x014b0094e8c926067eff9bcf7f28608d80cb3694
1993.44238,664.4807935,3,1,1416,1,0,0,2,0,0,1,0,3,2.241234796,0x014b8a67819d904922a2cacb104ae1baca6033a8
2.99546E+11,1.49773E+11,2,1,1420,1,1,0,0,0,0,0,0,2,591.0433475,0x014bcbc7ab0eaa72688b91fc2063c50a0a38342e
50044274.08,50044274.08,1,1,1466,1,0,0,0,0,0,0,0,1,171.894348,0x014cca5a65e31b8eec52bf4210f7ea09bf9c9016
1.107253685,1.107253685,1,1,1456,1,0,0,0,0,0,0,0,1,-0.097221843,0x014d3a4e098ea342fffdacfebf63c464ce4a5d15
13014.14171,13014.14171,1,1,1477,0,0,0,1,0,0,1,0,1,-0.034784272,0x014d82ea060ff731f208579c978d546b8f692f9e
4.12795E+14,6.87991E+13,6,4,1492,4,2,0,0,0,0,0,0,1.5,936.4148208,0x014d8a9260da47dcf00113bd34482cceac881a9d
6.15713E+13,6.15713E+13,1,1,1464,1,0,0,0,0,0,0,0,1,827.018638,0x014dad29178cd0a6bdf32a908c918706e170f1e0
1.19259E+12,1.19259E+12,1,1,1462,1,0,0,0,0,0,0,0,1,631.7827332,0x014e084765a334829a6056eed7dc9df1cc89f08d
1.02616E+12,1.02616E+12,1,1,1460,1,0,0,0,0,0,0,0,1,626.6106632,0x014ea07861052dfec9fc3416271d0981a4eb0448
1.017454171,1.017454171,1,1,1456,1,0,0,0,0,0,0,0,1,-0.097221843,0x014f18e2c4cfda68eb2992c1820cf32fe7a6326e
1.002382583,1.002382583,1,1,1486,0,0,0,1,0,0,1,0,1,-0.608242122,0x014f65b7b97d2014c8a4f1dcb693d4a4fedf87cd
1.61166E+11,1.61166E+11,1,1,1511,1,0,0,0,0,0,0,0,1,494.5115867,0x014faf79e95bddd971d309baf891fc064e86f4ba
9.77E-05,9.77E-05,1,1,1467,1,0,0,0,0,0,0,0,1,-1.252323715,0x0150947ebaa7c4f68efb2d1cd68af3cfa6424a0e
1.47206E+11,1.47206E+11,1,1,1516,1,0,0,0,0,0,0,0,1,482.8222545,0x0151fec7c3cb6b151cb9b34bf5cbaa685fae769c
1.015547013,1.015547013,1,1,1460,1,0,0,0,0,0,0,0,1,-0.097221843,0x01520618c0509a2b2b54ff1319fa4c6d8a8e3581
1.10E+16,5.21616E+14,21,14,1424,8,10,3,0,0,0.272727273,0,0,1.5,998.5783996,0x0152667429adfd3ecd2dd6c3d3cfc1e669e67309
12029734692,12029734692,1,1,1539,1,0,0,0,0,0,0,0,1,353.378657,0x015281aaee9460e5948a609355f2599464eadf4f
3.35442E+12,1.11814E+12,3,11,1455,3,0,0,0,0,0,0,0,0.272727273,679.1233612,0x01531c1ff589c8ae0779562b1fa9095cdb78e084
6.16266E+13,5.60241E+12,11,2,1484,6,2,0,3,0,0,0.428571429,0,5.5,888.8447824,0x01532c3f785c5218b5595b0e13e3b20b6d501924
1.19895E+12,3.9965E+11,3,30,1435,2,0,0,1,0,0,0.333333333,0,0.1,653.4626784,0x01537ea80bf6c1d2779226fc1acfe93107f8b063
1.1547E+13,5.7735E+12,2,1,1441,2,0,0,0,0,0,0,0,2,769.6896197,0x015434c7b541466ed441688a8dafcd26b85ff9d1
9.21E+17,1.84E+17,5,65,1491,2,0,0,3,0,0,1,0,0.076923077,998.2976163,0x0154d25120ed20a516fe43991702e7463c5a6f6e
5.13E+16,3.41956E+15,15,8,1506,8,2,1,4,0,0.333333333,0.444444444,0,1.875,1000.691504,0x01552561469172eb5910ac83b35f96c92bac63d0
2.15614E+12,1.07807E+12,2,9,1454,2,0,0,0,0,0,0,0,0.222222222,657.975781,0x01556c82b199759193e21b386b88e3b5e840cc51
1.15822E+12,1.15822E+12,1,1,1460,1,0,0,0,0,0,0,0,1,633.2115245,0x0155d9e1e729fac583413952d6c4040c8d385584
9896342012,4948171006,2,8,1458,2,0,0,0,0,0,0,0,0.25,377.3603384,0x015644fd4f3a0fcef6cc22e25e846a6481777303
1.07152E+15,3.57172E+14,3,16,1540,3,0,0,0,0,0,0,0,0.1875,931.7158866,0x0156f97eb31a8fd1bd26b19741256e77dca29305
0.090164037,0.090164037,1,1,1466,1,0,0,0,0,0,0,0,1,-1.252323715,0x01582c71b2bacb5b6db18c9d8aee84e8be032415
1.083200897,1.083200897,1,1,1460,1,0,0,0,0,0,0,0,1,-0.097221843,0x0158e476ea323e78ef35ae5b490c26bcf0eb15ae
2.1115E+14,3.51917E+13,6,4,1495,2,1,1,2,0,0.5,0.666666667,0,1.5,950.6771886,0x0158f2bc31131a627cb41b44e7ec4c8a7dbe0613
5.13719E+14,5.13719E+14,1,1,1471,1,0,0,0,0,0,0,0,1,926.8325641,0x015ac33ae866f442ee65b6e0f658132d30e3c673
3.25645E+15,8.14113E+14,4,1,1552,1,1,1,1,0,0.5,0.5,0,4,997.8372284,0x015b0bb1bfad0437647e74776a7d649d2e3adebb
13858.19619,769.8997883,18,1,1533,6,3,3,6,0,0.75,0.857142857,0,18,19.7151034,0x015befb758090caf23caf09dcdc107426bb1f07b
1.011340298,1.011340298,1,1,1455,1,0,0,0,0,0,0,0,1,-0.097221843,0x015c03bc4c9aa817a6a6759552b809ff54890f19
34702045560,17351022780,2,1,1531,1,1,0,0,0,0,0,0,2,417.0207075,0x015c78dd45b469a2ae94c93b426d283c2ee42849
1.108853589,1.108853589,1,1,1460,1,0,0,0,0,0,0,0,1,-0.097221843,0x015c7e4760e69bc13fb5cc0df66f0a3375d300ec
17047856896,8523928448,2,1,1438,1,1,0,0,0,0,0,0,2,460.320669,0x015fc0f9a30b6353b6ea191d7c4ba6c8aade92d7
4.58427E+13,3.27448E+12,14,33,1464,4,2,2,3,3,0.666666667,0.6,0.2,0.424242424,886.7821291,0x015fe88d0d4787574aaf5af64726252484365338
1.12173E+12,1.12173E+12,1,1,1441,1,0,0,0,0,0,0,0,1,647.7872732,0x016005883a46adc829445c752df6e957dec2c7fa
6.08E+17,3.25098E+15,187,70,1415,93,57,26,11,0,0.448275862,0.117021277,0,2.671428571,1002.679735,0x0160afff7a7a824429a8202995d03239d2d418fa
2.65E+16,1.32E+16,2,1,1531,0,0,1,1,0,1,1,0,2,995.929998,0x01615d8d53eb9aafcda15853286fdf8259368a68
3.19E+16,3.19445E+15,10,1,1519,3,2,1,4,0,0.333333333,1,0,10,1003.615612,0x0161cd3a424b77adbc9f73d55dffaa1325ca9e4e
5.12394E+13,2.56197E+13,2,96,1460,2,0,0,0,0,0,0,0,0.020833333,825.8568537,0x0161d1cc10116bb2a073a0c293d5e4f1a97a00b6
67482324695,33741162348,2,1,1524,1,1,0,0,0,0,0,0,2,445.6077305,0x0161e9ea4f3aa829dd8721545c9d024ea4500258
13697933274,6848966637,2,1,1438,1,1,0,0,0,0,0,0,2,454.8316597,0x01623c98f9651095d600f2ecb45dfa1072fc9589
3.74492E+15,9.36231E+13,40,65,1453,23,6,3,8,0,0.428571429,0.333333333,0,0.615384615,999.1071767,0x01663114bff8c87677c61a4a20e62339cb15e58d
1.40E+18,4.99E+16,28,14,1537,14,10,1,3,0,0.090909091,0.2,0,2,997.9300373,0x0166e394c5d12205464c2c6b3073abb04ebdfd3f
4.52E+16,6.37281E+14,71,120,1419,42,19,3,7,0,0.15,0.162790698,0,0.591666667,1001.258152,0x0167767e7ffabd6e9fe1f958535bf296622d4b21
27305401470,27305401470,1,1,1534,1,0,0,0,0,0,0,0,1,383.7380102,0x0167d3c422cc3a856f1f7cb750e75a8e5d7c9c5b
15854237615,7927118807,2,1,1416,1,1,0,0,0,0,0,0,2,462.7854607,0x01680c4acff13811644c8ccb03227bd47d3fc208
1.22E+16,4.87757E+14,25,50,1436,4,1,14,6,0,7,1.2,0,0.5,1001.564872,0x0168459886bd2aa322c18ed0b209887095afcacb
1.62936E+11,1.62936E+11,1,1,1515,1,0,0,0,0,0,0,0,1,488.0629311,0x0168ac98f0afa2df297e4d06c2c5187fc27b5689
1.54429E+12,1.54429E+12,1,1,1460,1,0,0,0,0,0,0,0,1,645.9870044,0x0168c572ebc7861f99733d04187609067cb0fcfb
11411119068,11411119068,1,1,1533,1,0,0,0,0,0,0,0,1,358.9459968,0x016948e86c3338bb0125ea7889e19b45c5357f26
2.03505E+12,1.01753E+12,2,6,1460,2,0,0,0,0,0,0,0,0.333333333,658.6201166,0x016956ddbb3c7ad592283cb58cb9a6725bd847bf
2.22613E+12,1.11306E+12,2,8,1455,2,0,0,0,0,0,0,0,0.25,658.6201166,0x0169a86594f9de15b8add8d9250913848cbf17a6
0.01188386,0.01188386,1,1,1462,1,0,0,0,0,0,0,0,1,-1.252323715,0x016a12805434a815a943c7c7251a483561d63fa3
1.58747E+14,1.58747E+14,1,1,1502,1,0,0,0,0,0,0,0,1,852.5056835,0x016a1d022dbdf905526cf9e880c5e43eb13793af
7.52646E+15,1.79202E+14,42,66,1441,25,9,5,3,0,0.5,0.115384615,0,0.636363636,1000.220931,0x016a42b47b051be2946a35fb72774e00a7b8e820
1.20884E+14,6.04422E+13,2,1,1446,1,1,0,0,0,0,0,0,2,887.6290611,0x016a5af54b2a9832ce8a594d3fc5af64ebd386f7
2.45519E+14,7.01484E+12,35,60,1415,25,7,1,2,0,0.125,0.076923077,0,0.583333333,951.6356708,0x016a6738cdf51365f2f5e30c82931553e0a93262
9.12062E+14,3.14504E+13,29,35,1491,18,6,2,3,0,0.285714286,0.157894737,0,0.828571429,981.989905,0x016d10f16e862eea0be1fdeb1dbba0bbd7f44078
1.40448E+13,2.00641E+12,7,3,1429,6,0,0,1,0,0,0.142857143,0,2.333333333,810.0145571,0x016d435511a27e309b599e2786429641843ce782
34095713815,17047856908,2,1,1438,1,1,0,0,0,0,0,0,2,488.9403893,0x016d4da7c7cd614cd50149a373873ff090b9782e
232476819.6,38746136.61,6,24,1438,4,2,0,0,0,0,0,0,0.25,202.3688758,0x016e9e2497544790d71411911b187cbd26b43458
5.83241E+13,1.4581E+13,4,25,1449,2,0,0,2,0,0,0.666666667,0,0.16,872.110877,0x016ee55de225b15958c5b2f2cdd8c554621d2639
1.02132E+12,1.02132E+12,1,1,1454,1,0,0,0,0,0,0,0,1,630.4049254,0x016f6d3391e9a13928505ec4e6dfa9778e5b5ec7
260661922.6,3723741.752,70,23,1509,70,0,0,0,0,0,0,0,3.043478261,188.7519271,0x016fa60107319e33386641ae9002ea59706379d5
2.14133E+15,2.14133E+15,1,1,1443,1,0,0,0,0,0,0,0,1,996.5334116,0x01700929e82848e2ee72fefd6420080e1625607c
7.50656E+13,1.50131E+12,50,36,1431,18,15,8,9,0,0.5,0.473684211,0,1.388888889,921.4878252,0x01708df7ee281fe5a8bf6a967b4fd8df8623e98b
1519104964,759552481.9,2,1,1418,1,1,0,0,0,0,0,0,2,325.2170339,0x0170a247571e889d011327477b751f2e42c5baa4
1.45975E+13,3.64937E+12,4,1,1422,2,1,1,0,0,0.5,0,0,4,876.7473372,0x0170de25446302e7ff2e3093c6b77350dfd2b643
8.10388E+14,4.05194E+14,2,69,1455,1,0,0,1,0,0,0.5,0,0.028985507,954.3869291,0x01712ca1676c850698bd52ed3973d5cdca71fa67
5.053074836,5.053074836,1,1,1460,1,0,0,0,0,0,0,0,1,-0.097221843,0x017154d1f2c228765c494da30c018fa48a09e1ad
4.18738E+14,2.99099E+13,14,14,1488,5,3,3,3,0,0.75,0.5,0,1,982.3180965,0x017184a0829a54746706654e86eb7a6c5cafbf90
3.84887E+12,3.84887E+12,1,1,1518,1,0,0,0,0,0,0,0,1,631.9219359,0x01718c9eb7984abc907e5fd40f56cdab4ed5b0b2
4.52E+16,1.88381E+15,24,68,1427,9,9,5,1,0,0.5,0.1,0,0.352941176,1001.035906,0x0171ed588582d1df472015623dcb426d0a1de431
1.093929712,1.093929712,1,1,1455,1,0,0,0,0,0,0,0,1,-0.097221843,0x01722733d6b93f5bffa318615a2dcf9bc2a07cc2
4.23582E+12,2.11791E+12,2,11,1460,2,0,0,0,0,0,0,0,0.181818182,683.639979,0x017252042524df387a7ed994d41d7bde44f4670a
7.10E+17,4.44E+16,16,90,1445,2,0,0,14,0,0,4.666666667,0,0.177777778,1002.758233,0x0172e05392aba65366c4dbbb70d958bbf43304e4
260540491.8,3618617.942,72,23,1509,72,0,0,0,0,0,0,0,3.130434783,188.7519271,0x0173438096718b70015e2914e7773546851fdaff
2.43351E+14,2.43351E+14,1,1,1494,1,0,0,0,0,0,0,0,1,882.8158494,0x017388b16dd5fea1af29059b7eb34849b0eb8dbc
10027345245,5013672622,2,1,1491,2,0,0,0,0,0,0,0,2,373.1500281,0x0173c24b53a892387b4a23ed706cbf9197f293fe
1.00164E+11,1.00164E+11,1,1,1467,1,0,0,0,0,0,0,0,1,512.3207009,0x017423feb0aebc5f4f80496d2eb20e4498aec1df
1.06E+16,3.64153E+14,29,23,1475,13,5,5,6,0,0.833333333,0.428571429,0,1.260869565,1000.688276,0x01750c374d9fae78ca0dd39a0f4f0f4fec06181c
2.18837E+11,2.18837E+11,1,1,1513,1,0,0,0,0,0,0,0,1,497.221546,0x017529cc3b9c5d967f303221d023ceb6253dc7f3
1.50138E+12,1.50138E+12,1,1,1462,1,0,0,0,0,0,0,0,1,643.2391487,0x017583e73bfcdd8a7fe7bfd87f5174fa34c81a5e
1.35633E+12,6.78167E+11,2,1,1438,1,1,0,0,0,0,0,0,2,662.6973065,0x0175b32dfc64088fe25f8a4d6291caa7ef5b909d
5.80E+16,1.93332E+15,30,99,1441,20,6,2,1,1,0.285714286,0.047619048,0.032258065,0.303030303,1001.401255,0x0175c38d00a114bd29fbcaf832e7b1a21033644c
12759067353,12759067353,1,1,1536,1,0,0,0,0,0,0,0,1,354.6099774,0x01765501cdd20d174c1a6fd195c2e986135b6975
0.012746645,0.012746645,1,1,1463,1,0,0,0,0,0,0,0,1,-1.252323715,0x0176b54c3989fa5b7bf27d0e5f1cc3d4ad56b044
1.03442E+12,3.44808E+11,3,8,1459,3,0,0,0,0,0,0,0,0.375,629.700079,0x0176e840a1d7df604172fce139bb0a0e99834165
1.6632E+15,2.77201E+14,6,13,1489,2,2,0,2,0,0,0.666666667,0,0.461538462,986.9375867,0x017715b9a71dabed2ddae0bbbb6b0896509c8212
1.98261E+15,1.10145E+14,18,11,1488,5,5,4,4,0,0.666666667,0.666666667,0,1.636363636,998.8930032,0x01771a278c3fab69735aaeb38872469489e7716d
3976.507276,3976.507276,1,1,1496,0,0,0,1,0,0,1,0,1,-0.54426939,0x01772e50f13f21e6a278e692423c4d514837f9de
0.489393483,0.489393483,1,1,1467,1,0,0,0,0,0,0,0,1,-1.252323715,0x01776c66ab49f137fd061e18d1611a8aa769b19d
1.153450382,1.153450382,1,1,1455,1,0,0,0,0,0,0,0,1,-0.097221843,0x01778ac80ba7740bd13dc4936fa746c7a0770d9c
1305.888386,652.9441932,2,3,1460,2,0,0,0,0,0,0,0,0.666666667,-0.752753616,0x0178217e241aa00787461cf044c69e8292c3863e
6.69E+17,6.69131E+15,100,121,1415,47,35,12,6,0,0.333333333,0.125,0,0.826446281,1001.258152,0x01784fd2a696eec23f901b9a5d9762d5e8d10af3
1.02E+18,3.90704E+15,261,57,1415,116,95,28,22,0,0.291666667,0.188034188,0,4.578947368,1003.256188,0x0178e892ccb5ab71c7b1727fe7e50f317b0494b1
2.91664E+12,1.45832E+12,2,2,1459,2,0,0,0,0,0,0,0,1,672.237535,0x01793c678e14c7158405158cb209b83fb2c09b41
20189.61231,10094.80616,2,1,1435,1,0,0,1,0,0,0.5,0,2,1.96820407,0x0179c150e32d7054be23107b97ff8e2ae7c346d7
1.32E+17,9.45836E+15,14,50,1475,9,5,0,0,0,0,0,0,0.28,989.3355893,0x0179e2f40016671fe0326ef241d0178ffbbe9e94
3.45E+16,1.15E+16,3,5,1493,2,0,0,1,0,0,0.333333333,0,0.6,994.8758455,0x0179f665e46e456954f00d5475b306e613a9fcdb
3.60E+16,1.89462E+15,19,46,1451,7,12,0,0,0,0,0,0,0.413043478,990.7653067,0x017af4481e13023209f6c15f6cfdefff3c695534
1.851651269,1.851651269,1,1,1454,1,0,0,0,0,0,0,0,1,-0.097221843,0x017b176e25cf8685d25f085a8331fec5352a58ec
6.15E+16,4.73174E+15,13,3,1492,5,4,1,3,0,0.2,0.5,0,4.333333333,1004.256997,0x017b3763b8a034f8655d46345e3eb42555e39064
2.03E+17,8.13493E+14,250,89,1415,92,37,61,60,0,1.605263158,0.64516129,0,2.808988764,1001.383275,0x017b4cca058ecf79937066adf44ddfa249a620fd
1.28E+16,2.71417E+14,47,63,1417,16,13,8,10,0,0.571428571,0.588235294,0,0.746031746,1000.710216,0x017b69d5d9325f15c278a658a619a49bdb4d6665
33.98296979,8.495742448,4,28,1480,1,1,1,1,0,0.5,0.5,0,0.142857143,-2.606261948,0x017b93259518cc28f53284ec81f7084575ba8699
1.049522867,0.524761434,2,1,1460,2,0,0,0,0,0,0,0,2,0.913319307,0x017b9472e9dd28e7c11822603b9d2eeb41037165
1.10727796,0.55363898,2,1,1438,1,1,0,0,0,0,0,0,2,2.000692289,0x017c3ce152fd7d144cf74cc87e1d7c7cf15928c1
6.65748E+15,7.3972E+14,9,3,1488,2,2,4,1,0,1.333333333,0.333333333,0,3,1001.417417,0x017c4d3aff4d726da43846579fe49c3646abd6a6
8.30E+16,6.69328E+14,124,111,1416,30,39,25,30,0,0.625,0.967741935,0,1.117117117,1000.675602,0x017c536b11211d47ff4752c141f1e62ea16a4a5d
1.44E+16,2.32535E+14,62,82,1445,20,7,22,11,2,2.75,0.523809524,0.031746032,0.756097561,1001.111743,0x017d08868e2ddbf4d2b28171457c1ce6976fe212
41618536748,20809268374,2,1,1525,1,1,0,0,0,0,0,0,2,417.0207075,0x017d0b1933cc52fbb03bf16e5e1041f7179eda71
1573437245,786718622.5,2,1,1418,1,1,0,0,0,0,0,0,2,341.5999424,0x017d0c0429922121cf25b4abe519d64b953b9b72
1.105627753,1.105627753,1,1,1457,1,0,0,0,0,0,0,0,1,-0.097221843,0x017d420ea23d57b49705e4d36bdfcb81ab4e82b5
1.06E+16,2.65552E+15,4,1,1529,1,1,1,1,0,0.5,0.5,0,4,1001.538784,0x017d8a64a8cfc0e15d20bb9aa7a86165b784a4d2
1.45034E+12,1.45034E+12,1,1,1458,1,0,0,0,0,0,0,0,1,640.7925177,0x017d942c5f14069d512017568814bb4edb871729
1.127613229,1.127613229,1,1,1456,1,0,0,0,0,0,0,0,1,-0.097221843,0x017d9ed24bff6f17e12a70a952f778c7bdb6bfd5
1.18166E+14,2.95415E+12,40,10,1491,13,12,7,8,0,0.538461538,0.571428571,0,4,938.1438964,0x017e019d6344b47854635ee87f728831260c87b5
4.07403E+14,4.52669E+13,9,1,1496,6,3,0,0,0,0,0,0,9,958.7114901,0x017e2a9de4d669a21084a6d2014b38a5e2863643
16043.99518,2673.999197,6,23,1505,2,1,1,2,0,0.5,0.666666667,0,0.260869565,-3.290859347,0x017f1e8b5ef8d86d279ba8ae5120694006a18001
547.1011287,547.1011287,1,1,1445,0,0,0,1,0,0,1,0,1,0.295843193,0x017f8a86bc732b517e04a8e6cbb5ad22b899e4ba
1.88E+16,1.33659E+14,141,99,1447,48,28,15,50,0,0.517241379,1.020408163,0,1.424242424,1000.356653,0x017f9dc0e2d0a123bf03a3c7ec27f898b70d8ded
1.10E+16,1.09854E+15,10,4,1490,2,3,2,3,0,0.5,1,0,2.5,1003.813405,0x017fe812df7bea272511a47955099a9e8d20282e
1.07269E+14,3.57564E+13,3,1,1460,2,1,0,0,0,0,0,0,3,887.6899318,0x017fe9a4c15da854133d4fd220948ac084f8ae14
3.35921E+14,3.35921E+14,1,1,1538,1,0,0,0,0,0,0,0,1,869.3970109,0x018037f8fa6a91dda30b919de140e1bab5b969a9
65482541813,32741270907,2,1,1525,1,1,0,0,0,0,0,0,2,445.6077305,0x0180a2047666c6e8a99e6c9a8d001bbc47208df5
9.94583E+11,9.94583E+11,1,1,1460,1,0,0,0,0,0,0,0,1,626.6106632,0x0180af6a237c41c8a0b5297a0fdb8ad1d76e4c92
4.83E+16,2.03692E+14,237,92,1416,115,27,79,16,0,2.821428571,0.137931034,0,2.576086957,1001.982216,0x01812580ff18cdaa3e9b3cdaa81496cd98d3f56f
1.74926E+14,5.83087E+13,3,5,1497,1,0,0,2,0,0,1,0,0.6,908.1295202,0x01816f1a627dd1231b4d47c93362aec467aba32b
0.011786397,0.011786397,1,1,1460,1,0,0,0,0,0,0,0,1,-0.097221843,0x0181fb8d39d57383731eb0482249e780de07abde
34381155938,17190577969,2,1,1530,1,1,0,0,0,0,0,0,2,417.0207075,0x0183a86573f2daf8f5d1f31b9d3c82631345630f
1.99214E+15,9.9607E+14,2,1,1437,1,1,0,0,0,0,0,0,2,1005.267422,0x0183b5764427bc889109b2d2039690e1d90987f9
1.01621E+12,1.01621E+12,1,1,1461,1,0,0,0,0,0,0,0,1,625.3982865,0x018423caf5f8ecafb391edf7c4540802981cd0fa
6.86743E+15,5.72286E+14,12,82,1429,5,4,1,2,0,0.2,0.333333333,0,0.146341463,1000.409633,0x0184df2afb9845c27504419ac7d5efccae41b951
3.77914E+15,6.29857E+14,6,43,1460,3,0,0,3,0,0,0.75,0,0.139534884,996.7727742,0x0185080e4a3cc98dcd527719ca0dac91075725ae
1.11121E+12,5.55606E+11,2,8,1458,2,0,0,0,0,0,0,0,0.25,624.0969665,0x0185326b75f0e915a7518b9f5dce248c09226935
7.42273E+15,5.30195E+14,14,52,1434,0,0,0,14,0,0,14,0,0.269230769,1004.401952,0x0185c3dd9f48bfaea84a637c769840f5c3bdb658
1.857924567,1.857924567,1,1,1454,1,0,0,0,0,0,0,0,1,-0.097221843,0x0185e80948461135faabd6d01fe4afa8586fe6c4
9.823E+15,5.17E+14,19,17,1487,8,2,2,7,0,0.666666667,0.777777778,0,1.117647059,1000.231625,0x018650dae189c5083dcbec8ae1edcf8b83e08380
7.35E+17,6.33699E+15,116,104,1428,37,29,20,30,0,0.666666667,0.789473684,0,1.115384615,1000.675602,0x0186d975cfe19772e58f4d314a52984b31a2cbeb
2.90717E+14,2.42264E+13,12,3,1531,4,5,1,2,0,0.166666667,0.4,0,4,930.4595768,0x0187cd7fa0f5f10661e12be1538611de29bc6f77
4.9627E+14,4.51155E+13,11,22,1416,8,3,0,0,0,0,0,0,0.5,953.9717432,0x0188470b85e116ba8a7a42a71a8d67229f44e7ad
20271.36076,10135.68038,2,1,1435,1,0,0,1,0,0,0.5,0,2,1.96820407,0x01884fdcd3a66259cfa65a20bebe3db9f24d97b2
1.69403E+11,1.69403E+11,1,1,1511,1,0,0,0,0,0,0,0,1,494.5115867,0x0188946f1b60fa1af2e53bf2f4dc0a0670c631f0
3.355431341,1.118477114,3,6,1459,3,0,0,0,0,0,0,0,0.5,-2.075837709,0x0188e83acb7f9e765bdd3e5cf7937d3d9e1c2879
9.38658E+13,9.38658E+13,1,1,1453,1,0,0,0,0,0,0,0,1,853.5372799,0x0188f8b6f58aec2e47c1ba1fc38b9978273de931
15854237615,7927118807,2,1,1416,1,1,0,0,0,0,0,0,2,462.7854607,0x0188f96b20d00a3ab9d19b8aa91988b720294ce3
2.79103E+11,46517098480,6,53,1462,1,2,0,0,3,0,0,0.428571429,0.113207547,505.1804927,0x01894ddf668719ae49d364e6c77d21cfa3926ac6
1.31264E+12,1.31264E+12,1,1,1459,1,0,0,0,0,0,0,0,1,637.06933,0x018a26884caafb6a420d3de9541cf924178783de
250711181.4,3741957.932,67,23,1509,67,0,0,0,0,0,0,0,2.913043478,188.7519271,0x018a5329c9b24f31bff452166c73369354ae71a6
1.10483E+12,1.10483E+12,1,1,1460,1,0,0,0,0,0,0,0,1,626.876196,0x018a6ad6ef7642a5bfdc470a2e1cdebec1e41045
27190271959,27190271959,1,1,1533,1,0,0,0,0,0,0,0,1,383.7380102,0x018aae0cbe0aff89e183a7f1f0b34b308561b049
5.18E+16,1.67247E+15,31,68,1459,7,9,11,4,0,1.1,0.5,0,0.455882353,999.9234822,0x018ba7d4c044254f4ae94652b09c790baf7db3ca
58501447062,29250723531,2,1,1527,1,1,0,0,0,0,0,0,2,445.6077305,0x018bde66f5b0a1a992a40d6f75dee3c5a29f25c9
9.72179E+14,1.6203E+14,6,4,1516,2,1,1,2,0,0.5,0.666666667,0,1.5,984.3490745,0x018bf5774c55789146bac375e052f826294ecb06
1.88818E+14,9.4409E+13,2,7,1454,2,0,0,0,0,0,0,0,0.285714286,893.3174005,0x018d48fd560a59dab8b345917330a468f04cbc2b
4.78109E+15,1.19527E+15,4,1,1548,1,1,1,1,0,0.5,0.5,0,4,999.2220014,0x018e1ba194311b98a6e92b6b2650ed2dd4a90cf9
2.63E+16,3.02357E+14,87,108,1431,26,18,14,29,0,0.736842105,1.074074074,0,0.805555556,1001.454128,0x018e2339fe910022db81f0df861ff792d406cf3d
1.98E+17,1.40132E+15,141,70,1438,80,22,17,22,0,0.739130435,0.271604938,0,2.014285714,1003.19466,0x018ed52cf0254857c3d2cd4ad06a673c56eca644
0.099431872,0.099431872,1,1,1466,1,0,0,0,0,0,0,0,1,-1.252323715,0x018fe0518c0a46855801280950fe0cc98ac96a77
2.466734443,1.233367222,2,7,1460,2,0,0,0,0,0,0,0,0.285714286,-1.178434719,0x01905431efb225a63b873d8fa6f98b067df4a924
10016389466,10016389466,1,1,1467,1,0,0,0,0,0,0,0,1,377.8426036,0x0191c087cbf29aa1103c1010c470743264a052b1
8.5244E+15,3.04443E+14,28,44,1428,13,11,2,2,0,0.166666667,0.142857143,0,0.636363636,1000.932461,0x019218cb876c7e22a903ca74c0b62ec90344920d
5.09869E+14,2.03948E+13,25,4,1495,9,6,3,7,0,0.428571429,0.7,0,6.25,996.9825729,0x019271b315e55cd40d409ef21ede9c3b61646736
53.43114767,53.43114767,1,1,1468,1,0,0,0,0,0,0,0,1,-1.252323715,0x019287e476e382e9b733e089cb205b4dd255902a
1.12931E+11,1.12931E+11,1,1,1516,1,0,0,0,0,0,0,0,1,470.8073391,0x019315575492be540e0d56306948b3180fe39788
1.46103E+12,1.46103E+12,1,1,1417,1,0,0,0,0,0,0,0,1,665.7322516,0x0193960db1204a3c0882225576c92b95af25092e
9.79427E+14,3.26476E+14,3,5,1498,1,1,1,0,0,0.5,0,0,0.6,972.62276,0x0193caf8a49dba421bca7d16eebd0e7dff9c559b
2.66302E+14,1.33151E+14,2,1,1494,1,0,0,1,0,0,0.5,0,2,906.9052637,0x0193d4e60ad8eb4f9546ef607237277b82d5c5b0
6.33E+17,1.51E+16,42,99,1428,31,3,3,5,0,0.75,0.15625,0,0.424242424,1001.035906,0x0194d076503771b976a062c4cde310b13d3e9960
2.19484E+14,1.82904E+13,12,63,1437,4,4,2,2,0,0.4,0.4,0,0.19047619,956.0007914,0x0194f6b2cd2061b50169ee2c81cd95f982cc0a05
1.42E+16,2.67937E+14,53,17,1440,22,5,2,24,0,0.333333333,1.043478261,0,3.117647059,1004.10109,0x01952760a2f72cfa13b3557b6e015b40126961c0
9.31813E+14,4.4372E+13,21,80,1417,9,2,2,8,0,0.666666667,0.8,0,0.2625,1002.085928,0x01952b83f4fbb1fdd4bf11087638f0821175f7b4
97.28419342,97.28419342,1,1,1463,0,0,0,1,0,0,1,0,1,-0.199106366,0x019565863a1d126ace10976692665a0d5e3b57da
